Task Statement & Title	Step-by-Step Solution	Lecture	Exam Ticket
<b>Задача 2. Momentum руками</b><br><p>Параметр $\theta = 1$, градиент $g_1 = 0.5$, $g_2 = 0.3$, $g_3 = 0.2$. Momentum с $\beta = 0.9$, learning rate $\eta = 0.1$. Найти $\theta$ после 3 шагов. Инициализация: $v_0 = 0$.</p>	<p><strong>Шаг 1:</strong> $v_1 = 0.9 \times 0 + 0.5 = 0.5$; $\theta_1 = 1 - 0.1 \times 0.5 = 0.95$.</p> <p><strong>Шаг 2:</strong> $v_2 = 0.9 \times 0.5 + 0.3 = 0.45 + 0.3 = 0.75$; $\theta_2 = 0.95 - 0.1 \times 0.75 = 0.875$.</p> <p><strong>Шаг 3:</strong> $v_3 = 0.9 \times 0.75 + 0.2 = 0.675 + 0.2 = 0.875$; $\theta_3 = 0.875 - 0.1 \times 0.875 = 0.7875$.</p> <p><strong>Итог: $\theta_3 = 0.7875$.</strong></p> <p><em>Смысл:</em> инерция усредняет градиенты. Без неё был бы $\theta = 1 - 0.1(0.5+0.3+0.2) = 0.8$, с ней чуть больше из-за накопления.</p>	Лекция_06	Билет_6_Оптимизаторы_SGD_Momentum_Adam_Матричные_производные
<b>Задача 3. Adam с bias correction</b><br><p>Параметр скаляр, градиент $g = 1$. Adam: $\beta_1 = 0.9$, $\beta_2 = 0.999$, $\eta = 0.001$, $\epsilon = 10^{-8}$. Найти обновление на $t=1$ (первый шаг).</p>	<p><strong>Инициализация:</strong> $m_0 = 0$, $v_0 = 0$.</p> <p><strong>Шаг 1 ($t=1$, $g=1$):</strong></p> <p>$m_1 = 0.9 \times 0 + (1-0.9) \times 1 = 0.1$</p> <p>$v_1 = 0.999 \times 0 + (1-0.999) \times 1^2 = 0.001$</p> <p><strong>Коррекция смещения:</strong></p> <p>$\hat m_1 = 0.1 / (1 - 0.9^1) = 0.1 / 0.1 = 1$ ✓</p> <p>$\hat v_1 = 0.001 / (1 - 0.999^1) = 0.001 / 0.001 = 1$ ✓</p> <p><strong>Шаг:</strong> $\Delta \theta = \eta \times \hat m_1 / (\sqrt{\hat v_1} + \epsilon) = 0.001 \times 1 / (1 + 10^{-8}) \approx 0.001$</p> <p><strong>Новое значение:</strong> $\theta \leftarrow \theta - 0.001$.</p> <p><em>Смысл:</em> без коррекции смещения было бы $\Delta = 0.0001$ (в 10 раз меньше!). Коррекция восстанавливает нормальный масштаб.</p>	Лекция_06	Билет_6_Оптимизаторы_SGD_Momentum_Adam_Матричные_производные
<b>Задача 4. Производная матричной нормы</b><br><p>$L = \|Xw - y\|^2 / 2$ где $X \in \mathbb{R}^{100 \times 50}$, $w \in \mathbb{R}^{50}$, $y \in \mathbb{R}^{100}$. Найти $\partial L / \partial w$.</p>	<p>Используем таблицу (строка про $\|Ax-b\|^2$):</p> <p>$$\frac{\partial L}{\partial w} = \frac{\partial}{\partial w} \frac{1}{2}\|Xw - y\|^2 = X^\top (Xw - y)$$</p> <p><strong>Проверка размерности:</strong> $X^\top$ размер $(50 \times 100)$, $(Xw-y)$ размер $(100)$, произведение $(50)$ = размер $w$ ✓</p> <p><strong>Раскроем:</strong> $X^\top X w - X^\top y$ (это линейная функция от $w$)</p> <p>Если приравнять нулю: $w^* = (X^\top X)^{-1} X^\top y$ — нормальное уравнение.</p>	Лекция_06	Билет_6_Оптимизаторы_SGD_Momentum_Adam_Матричные_производные
<b>Задача 5. Производная по матрице</b><br><p>$L = y^\top A x$ где $A \in \mathbb{R}^{3 \times 2}$, $x \in \mathbb{R}^{2}$, $y \in \mathbb{R}^{3}$. Найти $\partial L / \partial A$.</p>	<p>Это форма $x^\top A y$ по $A$ из таблицы.</p> <p>$$\frac{\partial L}{\partial A} = \frac{\partial}{\partial A} y^\top A x = y x^\top$$</p> <p><strong>Размер:</strong> $y$ размер $(3 \times 1)$, $x^\top$ размер $(1 \times 2)$, произведение $(3 \times 2)$ = размер $A$ ✓</p> <p><strong>Альтернативный вывод:</strong> $L = \sum_{i,j} y_i A_{ij} x_j$. Производная по $A_{ij}$: $\partial L / \partial A_{ij} = y_i x_j$. Это и есть матрица $y x^\top$.</p>	Лекция_06	Билет_6_Оптимизаторы_SGD_Momentum_Adam_Матричные_производные
<b>Задача 6. Trace-trick</b><br><p>$L = \text{tr}(A^\top W)$ где $W \in \mathbb{R}^{4 \times 3}$, $A$ не зависит от $W$. Найти $\partial L / \partial W$.</p>	<p>Используем таблицу (строка про $\text{tr}(A^\top B)$ по $B$, но с переименованием):</p> <p>$$\frac{\partial}{\partial W} \text{tr}(A^\top W) = A$$</p> <p><strong>Размер:</strong> $A$ размер $(4 \times 3)$ = размер $W$ ✓</p> <p><strong>Физический смысл:</strong> trace-trick позволяет «развернуть» матричное умножение в скаляр, и производная получается просто как одна из матриц.</p>	Лекция_06	Билет_6_Оптимизаторы_SGD_Momentum_Adam_Матричные_производные
<b>Задача 7. Численный пример: linear scaling rule</b><br><p>Обучаем модель с batch size 32 и learning rate 0.01 — loss падает хорошо. Захотели увеличить batch size в 4 раза (до 128). Как изменить learning rate согласно linear scaling rule? Объясни, почему это имеет смысл.</p>	<p><strong>Новый LR:</strong> $0.01 \times 4 = 0.04$.</p> <p><strong>Почему?</strong> При большом батче градиент усреднён по большему числу примеров, дисперсия падает в $k$ раз. Если оставить LR прежним, шаги станут маленькими. Масштабируя LR пропорционально, мы компенсируем снижение шума, сохраняя ожидаемый размер шага. Результат: примерно одинаковая скорость обучения при разных размерах батча.</p> <p><strong>Предостережение:</strong> linear scaling rule работает хорошо для небольших масштабирований; при очень больших батчах может потребоваться более аккуратный подход.</p>	Лекция_06	Билет_6_Оптимизаторы_SGD_Momentum_Adam_Матричные_производные
<b>Задача 1. Диагностика по кривым</b><br><p>На эпохе 100: train loss = 0.1, val loss = 2.5. Что это означает? Что делать?</p>	<p><strong>Диагноз:</strong> переобучение (overfitting). Train loss низкий (модель хорошо запомнила), val loss высокий (на новых данных плохо).</p> <p><strong>Что делать:</strong></p> <ul> <li>Аугментация данных (бесплатное расширение train)</li> <li>Регуляризация: L2 (weight decay), dropout</li> <li>Меньше параметров (меньше модель)</li> <li>Early stopping (остановиться при росте val loss)</li> <li>Больше данных (если возможно)</li> </ul>	Лекция_07	Билет_7_Аугментация_Тюнинг_гиперпараметров
<b>Задача 2. Grid vs Random на двух параметрах</b><br><p>Есть 9 проб бюджета. Параметры: learning rate (важность ⭐⭐⭐⭐⭐) и dropout rate (⭐⭐). Grid: 3×3 сетка. Random: 9 случайных точек. Какой выбрать и почему?</p>	<p><strong>Выбор: Random search.</strong></p> <p><strong>Причина:</strong> Learning rate гораздо важнее dropout. Grid покроет LR тремя значениями, Random — девятью (во всём диапазоне). Random лучше исследует важный параметр. Хотя dropout покрыт хуже (3 vs 3), это приемлемо, потому что он менее важен. При неравной важности Random лучше.</p>	Лекция_07	Билет_7_Аугментация_Тюнинг_гиперпараметров
<b>Задача 3. Sanity check: начальный loss</b><br><p>Классификация 10 классов. Модель перед обучением выдаёт loss = 1.0. Правильно ли это? Дефолт Softmax + Cross-entropy.</p>	<p><strong>Неправильно.</strong> Для 10 классов и unifom вероятностей (дефолт в начале) loss должен быть $-\log(1/10) = \log 10 \approx 2.3$, а не 1.0.</p> <p><strong>Диагноз:</strong> возможно, веса инициализированы не случайно, а смещены. Или есть ошибка в loss-функции. Нужно проверить код инициализации и cross-entropy.</p>	Лекция_07	Билет_7_Аугментация_Тюнинг_гиперпараметров
<b>Задача 4. Linear Scaling Rule</b><br><p>Модель обучается с batch size 64, learning rate 0.01, accuracy падает хорошо. Решили увеличить batch size до 256. Какой новый learning rate по linear scaling rule?</p>	<p><strong>Новый LR:</strong> $0.01 \times (256/64) = 0.01 \times 4 = 0.04$.</p> <p><strong>Объяснение:</strong> батч в 4 раза больше → дисперсия градиента падает в 4 раза → шаги становятся меньше (мы видим меньший шум). Масштабируем LR на 4, чтобы сохранить ожидаемый размер шага.</p>	Лекция_07	Билет_7_Аугментация_Тюнинг_гиперпараметров
<b>Задача 5. Байесовская оптимизация vs Random</b><br><p>Параметр: learning rate в диапазоне $[10^{-5}, 10^{-1}]$. Бюджет: 100 проб. Какой метод (Random search или Bayesian Optimization) и почему?</p>	<p><strong>Выбор: Bayesian Optimization.</strong></p> <p><strong>Причина:</strong> одна проба дорогая (часы обучения), параметр один. BO сможет найти оптимум за ~50 проб (половину бюджета), Random тратит все 100. При дорогих пробах BO выигрывает.</p> <p><strong>Если бюджет был бы 10 проб (очень маленький):</strong> Random часто лучше (меньше overhead на построение суррогата).</p>	Лекция_07	Билет_7_Аугментация_Тюнинг_гиперпараметров
<b>Задача 6. Mixup численно</b><br><p>Два примера: кошка с меткой 1, собака с меткой 0. Mixup с λ = 0.7. Какая метка новой примера?</p>	<p><strong>Новая метка:</strong> $y' = 0.7 \times 1 + 0.3 \times 0 = 0.7$.</p> <p><strong>Интерпретация:</strong> новый пример — это 70% кошка и 30% собака. Модель учится на примере с "мягкой" меткой 0.7, а не hard one-hot. Это как label smoothing: помогает регуляризации и калибровке.</p>	Лекция_07	Билет_7_Аугментация_Тюнинг_гиперпараметров
<b>Задача 1. Вывод связи L2 и косинуса</b><br><p>Пусть $a, b$ — нормализованные эмбеддинги ($\|a\|_2 = \|b\|_2 = 1$). Выведите в две строки связь между $\|a-b\|_2^2$ и $\cos(a, b)$.</p>	<p>$\|a-b\|_2^2 = a^\top a + b^\top b - 2a^\top b = 1 + 1 - 2a^\top b = 2 - 2a^\top b$</p> <p>$= 2(1 - a^\top b) = 2(1 - \cos(a,b))$</p> <p><strong>Результат:</strong> $\|a-b\|_2^2 = 2(1 - \cos(a,b))$. Евклидово расстояние на нормализованной сфере пропорционально $(1 - \cos)$ с множителем 2.</p>	Лекция_08	Билет_8_Метрические_методы_Сиамские_сети
<b>Задача 2. Triplet loss численно</b><br><p>Расстояния: $d(a,p) = 0.15$, $d(a,n) = 0.85$, margin $m = 0.3$. Посчитайте triplet loss и определите, какого типа эта тройка.</p>	<p>$L = \max(0, d(a,p) - d(a,n) + m) = \max(0, 0.15 - 0.85 + 0.3) = \max(0, -0.4) = 0$</p> <p>Loss = 0. Тройка типа <strong>easy triplet</strong> — невативы уже далеко от якоря, условие $d(a,n) \geq d(a,p) + m$ выполнено с запасом. Эта тройка не даёт градиента и не полезна для обучения.</p>	Лекция_08	Билет_8_Метрические_методы_Сиамские_сети
<b>Задача 3. Определение типа тройки</b><br><p>$d(a,p) = 0.4$, $d(a,n) = 0.65$, $m = 0.3$. Какого типа тройка?</p>	<p>Проверяем условие semi-hard: $d(a,p) < d(a,n) < d(a,p) + m$?</p> <p>$0.4 < 0.65$ ✓, но $0.65 < 0.4 + 0.3 = 0.7$ ✓</p> <p>Да, тройка <strong>semi-hard</strong> — негатив в целевой зоне. Информативна и стабильна для обучения. Это то, что нужно на обучение FaceNet.</p>	Лекция_08	Билет_8_Метрические_методы_Сиамские_сети
<b>Задача 4. Contrastive loss для парой</b><br><p>Две парные: (1) позитивная, $d = 0.2$, margin $m = 0.5$; (2) негативная, $d = 0.3$. Посчитайте оба loss'а.</p>	<p>(1) Позитивная: $L_+ = y \cdot d^2 = 1 \cdot (0.2)^2 = 0.04$</p> <p>(2) Негативная: $L_- = (1-y) \cdot \max(0, m-d)^2 = 1 \cdot \max(0, 0.5-0.3)^2 = (0.2)^2 = 0.04$</p> <p><strong>Оба loss'а равны 0.04.</strong> Интересно: позитивная далеко (хорошо бы ближе), негативная ближе к margin'у чем может быть. Обе пары информативны.</p>	Лекция_08	Билет_8_Метрические_методы_Сиамские_сети
<b>Задача 5. L2-нормализация эмбеддингов</b><br><p>Эмбеддинг $z = [3, 4]$. Нормализуйте на единичную сферу и посчитайте его норму.</p>	<p>$\|z\|_2 = \sqrt{3^2 + 4^2} = \sqrt{25} = 5$</p> <p>Нормализованный: $z_{norm} = \frac{1}{5}[3, 4] = [0.6, 0.8]$</p> <p>Проверка: $\|z_{norm}\|_2 = \sqrt{0.6^2 + 0.8^2} = \sqrt{0.36 + 0.64} = 1$ ✓</p>	Лекция_08	Билет_8_Метрические_методы_Сиамские_сети
<b>Задача 6. Косинус через L2 нормализованные вектора</b><br><p>Два нормализованных вектора $a, b$ такие, что $\|a-b\|_2 = 0.6$. Найдите $\cos(a,b)$.</p>	<p>Из формулы: $\|a-b\|_2^2 = 2(1 - \cos(a,b))$</p> <p>$(0.6)^2 = 2(1 - \cos(a,b))$</p> <p>$0.36 = 2(1 - \cos(a,b))$</p> <p>$1 - \cos(a,b) = 0.18$</p> <p>$\cos(a,b) = 0.82$</p>	Лекция_08	Билет_8_Метрические_методы_Сиамские_сети
<b>Задача 1. Расчёт NT-Xent loss вручную</b><br><p>Батч из 2 пар. Представления (нормализованные): $z_1 = [1, 0]$, $z_2 = [0, 1]$, $z_3 = [-1, 0]$, $z_4 = [0, -1]$ (где $z_1, z_2$ — версии 1-го примера; $z_3, z_4$ — версии 2-го). Температура $\tau = 1$. Найти loss.</p>	<p>Матрица косинусного сходства (уже нормализованы, так что $S = Z \cdot Z^\top$):</p> <p>$$S = \begin{pmatrix} 1 & 0 & -1 & 0 \\ 0 & 1 & 0 & -1 \\ -1 & 0 & 1 & 0 \\ 0 & -1 & 0 & 1 \end{pmatrix}$$</p> <p>Позитивные пары: (1,2), (2,1), (3,4), (4,3).</p> <p>Для первого объекта ($z_1$ с позитивом $z_2$):</p> <p>$$\ell_{1,2} = -\ln \frac{\exp(s(z_1, z_2)/\tau)}{\sum_{k \neq 1} \exp(s(z_1, z_k)/\tau)} = -\ln \frac{\exp(0)}{\exp(0) + \exp(-1) + \exp(0)} = -\ln \frac{1}{2 + e^{-1}} = \ln(2 + e^{-1})$$</p> <p>Поскольку $e^{-1} \approx 0.3679$, получаем $2 + e^{-1} \approx 2.3679$, вероятность $p = 1 / 2.367879 \approx 0.4223$, и $\text{loss} = \ln(2.367879) \approx 0.862$.</p> <p>По симметрии все четыре примера дают один и тот же loss.</p> <p><strong>Итого: $\text{Loss} = \ln(2 + e^{-1}) \approx 0.862$.</strong></p>	Лекция_09	Билет_9_Контрастивное_обучение_SSL_InfoNCE
<b>Задача 2. Размер очереди в MoCo</b><br><p>В MoCo очередь хранит $N = 65\,536$ представлений. Батч размера $B = 256$ добавляется на каждом шаге. За сколько шагов очередь полностью обновится?</p>	<p>На каждом шаге 256 старых представлений выбрасываются (из конца FIFO) и добавляются 256 новых. Полное обновление = когда каждое исходное представление из очереди выбросили.</p> <p>Время жизни представления в очереди: $N / B = 65\,536 / 256 = 256$ шагов.</p> <p>За 256 шагов очередь полностью обновится, и ни одно старое представление не останется.</p> <p>Параметр $m$ для EMA momentum-энкодера обычно $m = 0.999$. За 256 шагов $0.999^{256} \approx 0.77$ — старая копия энкодера всё ещё имеет влияние ~77% (остаток от новой копии).</p>	Лекция_09	Билет_9_Контрастивное_обучение_SSL_InfoNCE
<b>Задача 3. Коллапс: верный батч или вычисления?</b><br><p>Энкодер выдал представления: $z_1 = [1.0, 0.0]$, $z_2 = [1.0, 0.001]$, $z_3 = [1.0, -0.001]$, $z_4 = [1.0, 0.0005]$. Это коллапс?</p>	<p>Составим матрицу $Z$ (каждая строка — пример):</p> <p>$$Z = \begin{pmatrix} 1.0 & 0.0 \\ 1.0 & 0.001 \\ 1.0 & -0.001 \\ 1.0 & 0.0005 \end{pmatrix}$$</p> <p>Вычислим ранг через сингулярные числа. Матрица $Z$ близка к $\begin{pmatrix} 1 \\ 1 \\ 1 \\ 1 \end{pmatrix}$ (первый столбец одинаковый). Второй столбец почти ноль. Определитель минора $2\times2$ = $1 \cdot 0.001 - 1 \cdot 0.001 \approx 0$. Ранг близок к 1.</p> <p><strong>Да, это коллапс.</strong> Почти все представления повторяют одно направление $[1, 0]$ с малыми вариациями. Это бесполезно для классификации.</p>	Лекция_09	Билет_9_Контрастивное_обучение_SSL_InfoNCE
<b>Задача 4. Аугментации в SimCLR: критичность color jitter</b><br><p>Сеть обучается без color jitter, только crop и flip. Какую вариацию изображения сеть может игнорировать?</p>	<p>Без color jitter две аугментации одной картинки имеют почти идентичную цветовую гистограмму (меняются только обрезка и отражение). Сеть может выучить представление, основанное только на цветовой гистограмме: вычислить средний RGB, standard deviation RGB и т.д.</p> <p>Такое представление инвариантно к пространственным преобразованиям (crop, flip), но не отражает семантику объектов. Поэтому без color jitter точность linear probing падает значительно (например, с 76% до 65% на ImageNet).</p> <p>Интуиция: color jitter вынуждает сеть игнорировать цвет и фокусироваться на форме, текстурах и объектах — то есть семантике.</p>	Лекция_09	Билет_9_Контрастивное_обучение_SSL_InfoNCE
<b>Задача 5. Temperature τ и стабильность обучения</b><br><p>При каком τ обучение может быть нестабильным (граничные случаи)?</p>	<p><strong>При $\tau \to 0$ (слишком маленькая):</strong></p> <p>Логиты $s(z_i, z_j) / \tau$ становятся очень большими (положительными для позитивов, отрицательными для негативов). При численной реализации это приводит к переполнению exp() или потере точности. Градиенты становятся очень большими и нестабильными. Пример: $s = 0.1$, $\tau = 0.001$ даёт $s/\tau = 100$, что близко к пределам float32.</p> <p><strong>При $\tau \to \infty$ (слишком большая):</strong></p> <p>Логиты сглаживаются. Вероятности всех примеров почти одинаковые ($\approx 1/N$). Градиент по весам становится малым, обучение замедляется. Loss приблизительно $-\log(1/N) = \log N$, что не даёт информации.</p> <p><strong>Оптимум:</strong> $\tau \approx 0.07$ балансирует: достаточно большая, чтобы не переполняться; достаточно маленькая, чтобы различать позитивы от негативов.</p>	Лекция_09	Билет_9_Контрастивное_обучение_SSL_InfoNCE
<b>Задача 6. Linear probing: что показывает accuracy</b><br><p>Linear probing на ImageNet даёт 77% accuracy. Что это означает для качества выученного представления?</p>	<p>77% — довольно высокий результат (supervised ResNet-50 тоже ~76%). Это означает:</p> <ol> <li><strong>Представления линейно разделимы:</strong> энкодер выучил признаки, которые хорошо коррелируют с классами ImageNet даже без доступа к градиентам энкодера.</li> <li><strong>Энкодер захватил семантику:</strong> признаки отражают объекты (собаки, кошки, автомобили), не только текстуры или цвета.</li> <li><strong>Универсальность представлений:</strong> эти же представления часто работают и на других задачах (Transfer Learning), хотя и может быть чуть хуже.</li> </ol> <p>Если бы получилось 50% (случайный уровень), то представления коллапсировали или выучили бесполезные признаки. 77% — это сильный сигнал.</p>	Лекция_09	Билет_9_Контрастивное_обучение_SSL_InfoNCE
<b>Задача 1. Посчитай KL вручную для конкретных параметров</b><br><p>Дано: энкодер выучил μ = [1, 0, -2], log σ² = [0, 1, -1] (размерность D=3). Приор p(z) = N(0, I).</p> <p>Посчитай KL(q(z|x) || p(z)).</p>	<p>Используем формулу: KL = -½ ∑_d (1 + log σ_d² - μ_d² - σ_d²)</p> <p>Для каждого компонента:</p> <ul> <li>d=1: μ₁=1, log σ₁²=0 → σ₁²=exp(0)=1. KL₁ = -½(1 + 0 - 1 - 1) = -½(-1) = 0.5</li> <li>d=2: μ₂=0, log σ₂²=1 → σ₂²=exp(1)≈2.718. KL₂ = -½(1 + 1 - 0 - 2.718) = -½(-0.718) ≈ 0.359</li> <li>d=3: μ₃=-2, log σ₃²=-1 → σ₃²=exp(-1)≈0.368. KL₃ = -½(1 + (-1) - 4 - 0.368) = -½(-4.368) ≈ 2.184</li> </ul> <p>KL_total ≈ 0.5 + 0.359 + 2.184 = 3.043</p> <p>Интерпретация: третий компонент даёт большой вклад в KL, потому что μ₃ далеко от 0 (|μ₃|² = 4), и σ₃ слишком маленькая (дисперсия близка к 0). Модель должна расширить сигму в третьем направлении.</p>	Лекция_10	Билет_10_Автоэнкодеры_VAE_ELBO_CVAE
<b>Задача 2. Что случится, если убрать KL-слагаемое?</b><br><p>Рассмотри Loss = только Recon, без KL.</p> <p>Объясни: (a) что выучит энкодер? (b) останется ли сеть генеративной?</p>	<p><strong>(a) Что выучит энкодер:</strong></p> <p>Энкодер будет минимизировать только ошибку реконструкции. Он выучит μ (x) и σ(x) так, чтобы максимально точно восстановить x. Нет регуляризации, поэтому σ может сжимаясь к 0 (точечная оценка), μ может прыгать произвольно.</p> <p>Результат: это будет обычный автоэнкодер (AE), а не VAE.</p> <p><strong>(b) Останется ли генеративной:</strong></p> <p>Нет. Латентное пространство станет дырявым (как в обычном AE). Энкодер будет кодировать каждый training example x в отдельный остров, между ними пустота. Сэмплирование z ~ N(0,I) даст мусор, потому что декодер не учился на таких z-ах.</p> <p>Вывод: KL-слагаемое критично для генеративности. Без него нет регуляризации латента, и модель становится обычным AE.</p>	Лекция_10	Билет_10_Автоэнкодеры_VAE_ELBO_CVAE
<b>Задача 3. Считай размерности в VAE</b><br><p>Архитектура: вход x ∈ R^784 (28x28 картинка), скрытые слои [784→256→128], латент z ∈ R^64, декодер [64→128→256→784].</p> <p>Сколько всего обучаемых параметров?</p>	<p><strong>Энкодер:</strong></p> <ul> <li>FC 784→256: 784×256 + 256 = 200 704 + 256 = 200 960</li> <li>FC 256→128: 256×128 + 128 = 32 768 + 128 = 32 896</li> </ul> <p><strong>Параметры μ и log σ²:</strong></p> <ul> <li>FC 128→64 (μ): 128×64 + 64 = 8 192 + 64 = 8 256</li> <li>FC 128→64 (logvar): 128×64 + 64 = 8 192 + 64 = 8 256</li> </ul> <p><strong>Декодер:</strong></p> <ul> <li>FC 64→128: 64×128 + 128 = 8 192 + 128 = 8 320</li> <li>FC 128→256: 128×256 + 256 = 32 768 + 256 = 33 024</li> <li>FC 256→784: 256×784 + 784 = 200 704 + 784 = 201 488</li> </ul> <p><strong>Итого:</strong> 200 960 + 32 896 + 8 256 + 8 256 + 8 320 + 33 024 + 201 488 = <strong>493 200 параметров</strong></p>	Лекция_10	Билет_10_Автоэнкодеры_VAE_ELBO_CVAE
<b>Задача 4. Репараметризационный трюк в коде</b><br><p>Напиши функцию reparameterize, которая реализует z = μ + σ⊙ε.</p>	<pre><code><span class="kw">def</span> reparameterize(mu, logvar): <span class="cmt"># mu: [B, latent_dim], logvar: [B, latent_dim]</span> <span class="cmt"># σ² = exp(logvar), поэтому σ = √(exp(logvar)) = exp(0.5 * logvar)</span> std = torch.exp(<span class="num2">0.5</span> * logvar) <span class="cmt"># [B, latent_dim]</span> <span class="cmt"># ε ~ N(0, I) независимо от параметров</span> eps = torch.randn_like(std) <span class="cmt"># [B, latent_dim]</span> <span class="cmt"># z = μ + σ⊙ε</span> z = mu + std * eps <span class="cmt"># [B, latent_dim]</span> <span class="kw">return</span> z </code></pre> <p>Ключевые моменты:</p> <ul> <li>std = exp(0.5 * logvar), а не sqrt(exp(logvar)), потому что exp(0.5 * log(x)) = x^0.5 = sqrt(x).</li> <li>eps — это стандартный гаусс, сэмплируется один раз независимо.</li> <li>умножение поэлементное (в PyTorch это просто *).</li> </ul>	Лекция_10	Билет_10_Автоэнкодеры_VAE_ELBO_CVAE
<b>Задача 5. Loss функция VAE в коде</b><br><p>Напиши функцию loss_vae(x, x_recon, mu, logvar), которая считает Loss = Recon + KL.</p>	<pre><code><span class="kw">def</span> loss_vae(x, x_recon, mu, logvar): <span class="cmt"># x, x_recon: [B, input_dim], mu, logvar: [B, latent_dim]</span> <span class="cmt"># Реконструкция (BCE для [0,1])</span> recon_loss = nn.functional.binary_cross_entropy( x_recon, x, reduction=<span class="str">'sum'</span> ) <span class="cmt"># KL divergence: -0.5 * sum(1 + logvar - mu^2 - exp(logvar))</span> kl_loss = -<span class="num2">0.5</span> * torch.sum( <span class="num2">1</span> + logvar - mu**<span class="num2">2</span> - torch.exp(logvar) ) <span class="cmt"># Полный loss (скаляр)</span> total_loss = recon_loss + kl_loss <span class="kw">return</span> total_loss <span class="cmt"># Использование в обучении:</span> <span class="kw">for</span> x_batch <span class="kw">in</span> dataloader: <span class="cmt"># x_batch: [B, input_dim]</span> x_recon, mu, logvar = model(x_batch) <span class="cmt"># x_recon: [B, input_dim], mu/logvar: [B, latent_dim]</span> loss = loss_vae(x_batch, x_recon, mu, logvar) optimizer.zero_grad() loss.backward() optimizer.step() </code></pre> <p>Заметь:</p> <ul> <li>Реконструкция может быть MSE (для вещественных x) или BCE (для бинарных x в [0,1]).</li> <li>KL-формула: ровно минус половина суммы (1 + logvar - mu² - exp(logvar)).</li> <li>Используем reduction='sum', чтобы накапливать по батчу (затем нормализация вне функции если нужна).</li> </ul>	Лекция_10	Билет_10_Автоэнкодеры_VAE_ELBO_CVAE
<b>Задача 6. Определи по описанию: это posterior collapse или исчезающий градиент?</b><br><p>Сценарий: обучали VAE на MNIST. После 10 эпох реконструкция улучшалась, но KL-слагаемое упало до 0.001 (почти нулевое). Картинки выглядели как размытые усреднения цифр (все похожи, нет разнообразия).</p>	<p><strong>Ответ: Posterior Collapse</strong></p> <p>Признаки:</p> <ul> <li><strong>KL почти нулевой:</strong> это означает, что q(z|x) ≈ p(z) = N(0,I). Энкодер практически не использует информацию из x.</li> <li><strong>Размытые усреднённые картинки:</strong> если энкодер не использует z, то декодер не получает информацию от x через z. Он выучивает общую форму (усреднённую цифру).</li> <li><strong>Реконструкция улучшалась:</strong> декодер настраивается на п reconstruction, игнорируя z. Это возможно с мощным декодером.</li> </ul> <p><strong>Не исчезающий градиент, потому что:</strong></p> <ul> <li>Если бы исчезали градиенты, потери бы вообще не улучшались (или очень медленно). Здесь реконструкция явно улучшается.</li> <li>Исчезающий градиент проявляется как «застревание» вообще, а не как выбор игнорировать z.</li> </ul> <p><strong>Лечение:</strong> KL Annealing, β-VAE с β>1, или Free Bits.</p>	Лекция_10	Билет_10_Автоэнкодеры_VAE_ELBO_CVAE
<b>Задача 1. Расчет функции стоимости при идеальном дискриминаторе</b><br><p>Предположим, генератор генерирует картинки, которые дискриминатор безошибочно определяет как подделки ($D(G(z)) = 0.01$), а реальные картинки определяет безошибочно ($D(x) = 0.99$). Чему приближенно равен функционал $V(D, G)$?</p>	<p>Формула: $V(D, G) = \mathbb{E}[\log D(x)] + \mathbb{E}[\log(1 - D(G(z)))]$.</p> <p>$\log(0.99) \approx -0.01005$.</p> <p>$\log(1 - 0.01) = \log(0.99) \approx -0.01005$.</p> <p>$V(D, G) \approx -0.01005 - 0.01005 = -0.0201 \approx 0$.</p> <p><strong>Вывод:</strong> Дискриминатор почти достиг своего теоретического максимума ($0$).</p>	Лекция_11	Билет_11_Генеративные_модели_GAN
<b>Задача 2. Размерность выхода транспонированной свёртки (ConvTranspose2d)</b><br><p>В генераторе DCGAN входной латентный вектор размера $(B, 100, 1, 1)$ подается в `nn.ConvTranspose2d(100, 256, kernel_size=4, stride=1, padding=0)`. Какой пространственный размер $H_{out} \times W_{out}$ будет на выходе?</p>	<p>Формула размера выхода транспонированной свёртки:</p> <p>$$ H_{out} = (H_{in} - 1) \times \text{stride} - 2 \times \text{padding} + \text{kernel\_size} $$</p> <p>Подставляем: $H_{in} = 1, \text{stride} = 1, \text{padding} = 0, \text{kernel\_size} = 4$:</p> <p>$$ H_{out} = (1 - 1) \times 1 - 0 + 4 = 4 $$</p> <p>Выходной тензор имеет размерность $(B, 256, 4, 4)$.</p>	Лекция_11	Билет_11_Генеративные_модели_GAN
